Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
The Creative Kitchen,"Radisson Blu Hotel Indore,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Continental,  Seafood,  Oriental ",3.8,145,1800
Addiction by Solaris,"Solaris Hotel & Club,Bhanwar Kuan, South Indore", South Indore,Indore,North Indian,4.3,145,1800
Wish Barbeque,"Gurdev Nagar, Central Ludhiana", Central Ludhiana,Ludhiana,"North Indian,  Chinese,  Continental",4,145,1200
Joy Luck Moon,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,"Chinese,  Oriental ,  Asian,  Singaporean",4.3,144,2300
Social,"Vegas Mall,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental",4.4,144,2000
Orange Wok,"Velachery, South West Chennai", South West Chennai,Chennai,"Asian,  Chinese,  Thai,  Seafood,  Malaysian",4.2,144,1000
Cuiscent,"Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4,144,1000
LA Bar & Kitchen,"Fort Knox Mall,Camac Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Seafood,  Mughlai",3.8,144,1000
Mainland China,"Silver Arcade,JBS Haldane Avenue, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese,  Thai",4.5,144,2000
Kaleidoscope,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Italian,  Mexican,  Fast Food",4.1,144,1000
Skyfall By Replay,"Tonk Road, South Jaipur", South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,144,2000
Spice Caves,"Gomti Nagar, East Lucknow", East Lucknow,Lucknow,"North Indian,  Chinese,  Mughlai",3.9,144,1300
Talli Station,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.2,143,1500
Rooftop – The View,"Radisson Blu Towers,Kaushambi, Ghaziabad", Ghaziabad,Ghaziabad,"Multi-Cuisine,  North Indian,  Italian,  Continental",4.2,143,2800
Lord of the Drinks,"Hiranandani, Powai", Powai,Mumbai,"North Indian,  Italian,  Chinese,  Continental,  Finger Food",4.2,143,1500
Coffee By Di Bella,"Juhu, Andheri West", Andheri West,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,143,700
Pepper Fry by Kamats,"Thane West, Thane", Thane,Mumbai,"North Indian,  Continental,  Chinese",4.2,143,1200
RS Shiv Sagar,"Public Utility Building,MG Road, Central Bangalore", Central Bangalore,Bangalore,"South Indian,  Chinese,  Street Food",4.1,143,500
Fire Station Bar & Kitchen,"Electronic City, South Bangalore", South Bangalore,Bangalore,"North Indian,  Continental",4.1,143,1100
Beijing Bites,"SJR Equinox,Electronic City, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.2,143,700
Hard Rock Cafe,"Whitefield, East Bangalore", East Bangalore,Bangalore,"Multi-Cuisine,  Mexican",4.2,143,2500
Ohri's Uppu,"Ohri's Banjara,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  South Indian,  Andhra,  Chettinad,  Kerala",4,143,1600
Palamuru Grill,"Kothapet, East Hyderabad", East Hyderabad,Hyderabad,"Barbecue,  Andhra,  North Indian",4,143,900
Mad House Grill,"Koregaon Park, East Pune", East Pune,Pune,"Continental,  Seafood",3.9,143,2300
Cafe De Italiano,"Arista Business Hub,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Desserts,  Fast Food,  Pizza",4.3,143,1000
Uphoria,"Malviya Nagar, South Jaipur", South Jaipur,Jaipur,"North Indian,  Chinese,  Italian,  Continental,  Mexican",4.2,143,1000
The Construction Co. Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Chinese",3.9,142,800
Punjab Grill,"Phoenix Market City,Viman Nagar, East Pune", East Pune,Pune,"North Indian,  Mughlai,  Street Food",4,142,2000
Shree Mahendra Thaal,"Binori Ambit Building,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Gujarati,  Desserts,  Mithai",4.4,142,900
Numeron Restaurant,"Shivalik Business Centre,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Italian,  Continental",4.3,142,800
The Finch,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Italian,  Continental,  Asian",4.4,142,2300
Mr. Beans,"Old Palasia, Central Indore", Central Indore,Indore,"Italian,  Continental,  Coffee,  Tea",3.8,142,1000
Grand Plaza,"Model Town 2, North Delhi", North Delhi,Delhi,"North Indian,  Bakery and Confectionary,  Italian,  Chinese,  Ice Cream",4.5,141,1500
Cafe Pride,"Pride Plaza Hotel Aerocity,Aerocity, South Delhi", South Delhi,Delhi,"North Indian,  Continental,  Mediterranean,  Desserts",4,141,3100
Maharaja Bhog,"Juhu, Andheri West", Andheri West,Mumbai,"Gujarati,  North Indian,  Rajasthani",4.3,141,1200
The Joker Bistro,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Continental",4.2,141,1600
Curry Leaves,"Basavanagudi, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood,  Mughlai,  Oriental ",4.3,141,1000
B&W Restaurant - Swagath De Royal,"Swagath De Royal,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",3.9,141,1200
Buvit,"Sarabha Nagar, West Ludhiana", West Ludhiana,Ludhiana,"North Indian,  Chinese,  Continental,  Mughlai",4.2,141,800
Pind Balluchi,"Karkardooma, East Delhi", East Delhi,Delhi,"North Indian,  Mughlai",3.5,140,1800
The Beer Cafe,"Ambience Mall,DLF Phase - 3, Gurgaon", Gurgaon,Gurgaon,"Finger Food,  North Indian,  Italian",4.1,140,2000
Chowman,"Salt Lake, East Kolkata", East Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.4,140,900
Santa's Fantasea,"Salt Lake, East Kolkata", East Kolkata,Kolkata,"Seafood,  Chinese",4.3,140,700
Kaala Chashma,"Hotel Dhiraj,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Italian",4.3,139,1800
Pind,"MRK Arcade,Thuraipakkam, South West Chennai", South West Chennai,Chennai,"North Indian,  Chinese",4.5,139,900
Red Xpress,"Bengal Intelligent Park Limited ,Salt Lake, East Kolkata", East Kolkata,Kolkata,"North Indian,  Chinese",4.2,139,1600
Sultan,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Lebanese,  Middle Eastern",4,139,1500
Kylin Experience,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Asian,  Chinese,  Thai,  Japanese,  Malaysian",4.5,139,1800
Nanking,"Vasant Kunj, South Delhi", South Delhi,Delhi,"Chinese,  Seafood",4.3,138,2000
Side Wok,"MPD Tower,Sector 43, Gurgaon", Gurgaon,Gurgaon,"Asian,  Chinese,  Thai,  Japanese",4.6,138,2000
Cafe Monza,"Bhoomi Heights Tower,Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  Pizza",4.5,138,1500
California Burrito,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Mexican,  Fast Food",4.3,138,500
Momo I Am,"Lake Gardens, South Kolkata", South Kolkata,Kolkata,Tibetan,4.5,138,800
The Reef,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Chinese,  Continental",4.1,138,1400
The G.T Road,"Rohtas Summit,Gomti Nagar, East Lucknow", East Lucknow,Lucknow,"North Indian,  Mughlai",4.3,138,1000
The G.T. Road,"Gurdev Nagar, Central Ludhiana", Central Ludhiana,Ludhiana,"North Indian,  Mughlai",4.1,138,1200
Pind Balluchi,"Goverdhan House,Nehru Place, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",3.9,137,1500
Guftagu Cafe,"DLF Phase - 2, Gurgaon", Gurgaon,Gurgaon,"Italian,  Fast Food,  Continental",4.1,137,700
Coffee By Di Bella,"West Wind Apartment,Mahim, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.2,137,700
Sherlock's Pub,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  Fast Food",4.1,137,1300
Prive Restaurant,"V2 Hotel,Kilpauk, North Chennai", North Chennai,Chennai,"Multi-Cuisine,  North Indian,  Continental,  South Indian,  Mexican",4.4,137,1200
Rasavid,"Thuraipakkam, South West Chennai", South West Chennai,Chennai,"North Indian,  Chinese,  Hyderabadi",3.9,137,900
Pub 13,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Continental",3.8,137,1100
Starstruck,"Forum Mall,Elgin Road, South Kolkata", South Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mughlai",3.9,137,1500
ABs - Absolute Barbecues,"Dharampeth, West Nagpur", West Nagpur,Nagpur,"North Indian,  Barbecue,  Seafood",4.6,137,1200
Cafe 24,"Raj Dream Complex,Vesu, South Surat", South Surat,Surat,"Fast Food,  Italian,  Street Food,  Shakes",4.5,137,500
Aquafire,"E-Square Building,Vile Parle East, Andheri East", Andheri East,Mumbai,"North Indian,  Italian,  Chinese,  Continental",4,136,1500
Royal Oak Brewery,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,136,1800
The Clearing House,"Fort, South Mumbai", South Mumbai,Mumbai,"European,  American,  Continental",4.5,136,3000
La Cabana,"Hotel Park Elanza,Nungambakkam, Central Chennai", Central Chennai,Chennai,"North Indian,  Chinese,  Continental,  Seafood",4.3,136,2000
Nakshatra MutiCuisine Restaurant,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian,  Biryani",3.7,136,700
Anna Idli,"Baner, West Pune", West Pune,Pune,"South Indian,  Andhra",4.4,136,500
Aqua,"The Park Hotel,Park Street, Central Kolkata", Central Kolkata,Kolkata,"Finger Food,  Continental",4.1,136,3000
Monsoon,"The Park Hotel,MG Road, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Italian,  Continental",3.9,135,3000
Sandoz,"Connaught Place, Central Delhi", Central Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.2,134,1500
Dr Sheesha,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Italian,  Continental,  Chinese",4.2,134,1200
24@43 Coffee Shop,"The Oterra,Electronic City, South Bangalore", South Bangalore,Bangalore,"Asian,  North Indian,  Continental",4.4,134,2000
Snort,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Italian,  Continental,  Multi-Cuisine",4.1,134,2000
Indus,"Ellaa Hotels,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Mexican",3.9,134,1500
Tim Luck Luck,"Virwani Plaza,Camp, East Pune", East Pune,Pune,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Drinks",4.2,134,1600
DRYP,"Sector 8, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Continental,  Chinese",4.3,134,1000
House Of Caffeine,"Bajaj Nagar, West Nagpur", West Nagpur,Nagpur,"Fast Food,  Shakes",4.1,134,600
Paul,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"Italian,  Continental,  European,  Desserts",4.6,133,2500
Coffee By Di Bella Exclusive,"Naupada, Thane", Thane,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.2,133,700
Bayview Cafe,"Hotel Harbour View,Colaba, South Mumbai", South Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  Seafood,  Oriental ,  Fast Food",4,133,2000
Buffalo Wild Wings,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"American,  Fast Food",4.4,133,2000
Soy Soi,"Kotturpuram, Central Chennai", Central Chennai,Chennai,"Thai,  Vietnamese,  Singaporean,  Sushi,  Japanese",4.5,133,1500
Convo@C20,"Adyar, South Chennai", South Chennai,Chennai,"Asian,  Italian,  Drinks,  Shakes",4.5,133,1000
Beijing Bites,"OM sri sai towers,Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"Chinese,  Thai",3.9,133,1100
24/7 Gallery Cafe,"Hyatt Place,Hinjewadi, West Pune", West Pune,Pune,"North Indian,  Chinese,  Continental",3.9,133,2000
Coffee Culture - The Ristorante Lounge,"Trinity Business Park,Adajan Gam, West Surat", West Surat,Surat,"Italian,  Coffee,  Continental",4,133,1000
3B's,"Country Inn and Suites By Radisson-Sahibabad,Sahibabad, Ghaziabad", Ghaziabad,Ghaziabad,"Multi-Cuisine,  North Indian,  Italian,  Oriental ",4.3,132,2800
The Nutcracker,"Bandra West, Bandra", Bandra,Mumbai,"European,  American",4.6,132,1200
Hunan,"Samruddhi Building,New BEL Road, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.4,132,1600
153 Biere Street,"Whitefield, East Bangalore", East Bangalore,Bangalore,"Asian,  Continental,  Mediterranean,  Modern Indian",4.3,132,1700
F3 Cafe and Bistro,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"Italian,  Continental,  Mexican,  Asian",4.3,132,900
Salaam Namaste,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Hyderabadi,  Andhra,  North Indian",4.1,132,800
Platinum Lounge,"Star City Mall,Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,"North Indian,  Finger Food,  Continental",4.2,131,1600
Red Bricks Cafe,"Champa Gali,Saket, South Delhi", South Delhi,Delhi,"Italian,  Chinese,  Continental,  Fast Food",3.8,131,1000
Cafe Amaretto,"South Point Mall,DLF Phase - 5, Gurgaon", Gurgaon,Gurgaon,"Italian,  Desserts,  Bakery and Confectionary",4.4,131,2800
Paati Veedu,"Thyagaraya Nagar, Central Chennai", Central Chennai,Chennai,South Indian,4.2,131,1500
Dot Yum,"Aloft Chennai,Sholinganallur, South West Chennai", South West Chennai,Chennai,"Continental,  North Indian,  Italian",3.9,131,1600
Dhaba Estd 1986 Delhi,"Ambience Mall,DLF Phase - 3, Gurgaon", Gurgaon,Gurgaon,North Indian,4.2,130,1200
Mamagoto,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"Asian,  Chinese,  Thai,  Japanese",4.4,130,1500
Peninsula Next Pure Veg,"Sion, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Mexican",4.3,130,1200
Desi Street,"Anna Nagar, North Chennai", North Chennai,Chennai,"North Indian,  Chinese,  Mughlai,  Ice Cream,  Fast Food,  Drinks",4,130,1000
Kismet,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,Finger Food,4.1,130,3300
Sky Garden Rooftop Cafe,"Kompally, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Continental",3.8,130,1000
Mocambo,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Italian,  Continental,  North Indian",4.3,130,1000
Vidorra,"Shekhar Central,Old Palasia, Central Indore", Central Indore,Indore,"North Indian,  Chinese,  Finger Food",4.1,130,1200
Sanjha Chulha,"Kailash Colony, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  Chinese",3.8,129,1500
Chungwa,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Chinese,  Thai,  Seafood",4.3,129,1700
Brasserie 1935 Kitchen and Bar,"Sion, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Continental,  Oriental ",4.4,129,1000
Mitron,"Fort, South Mumbai", South Mumbai,Mumbai,"North Indian,  Continental,  Finger Food",4.1,129,1500
Ging,"Royal Orchid Central Hotel,MG Road, Central Bangalore", Central Bangalore,Bangalore,"Oriental ,  Thai,  Japanese,  Seafood,  Asian",4.4,129,2000
Dhaba Estd 1986 Delhi,"Ispahani Center,Nungambakkam, Central Chennai", Central Chennai,Chennai,North Indian,4.2,129,1200
Gossip Fusion Bistro & Dessert Bar,"Uthandi, South Chennai", South Chennai,Chennai,"Italian,  Continental,  Seafood,  North Indian,  South Indian",4.5,129,1500
Saffron Soul,"Marigold Hotel,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood",4.3,129,1300
Ice N Fire SkyLounge,"Baner, West Pune", West Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican,  Fast Food",3.9,129,1500
Aura,"The Sonnet Hotel,Salt Lake, East Kolkata", East Kolkata,Kolkata,"North Indian,  Chinese,  Seafood,  Continental",3.9,129,2300
Cascade Lounge,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Fast Food",4,129,1000
Churchill's Cafe,"Pacific Mall,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Italian,  Chinese,  Continental",4.4,128,1500
Pastovilla,"DN Nagar, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental,  Mexican",3.9,128,1000
Silver Oaks,"Agarwal Centre,Malad West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Oriental ",4.3,128,1500
Punjab Grill,"Fort, South Mumbai", South Mumbai,Mumbai,"North Indian,  Mughlai",4.3,128,3000
Banjara Melting Pot,"Prestige Center Point,Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  North Indian,  Seafood",4.3,128,1200
California Burrito,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Mexican,  Fast Food",4.5,128,500
Barley & Grapes Cafe,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"American,  Italian,  Continental",4.3,128,800
Aromas of Asia,"City Centre Mall,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Chinese,  Seafood",4.3,128,1500
Spice Kitchen,"JW Marriott Hotel,Senapati Bapat Road, West Pune", West Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian",4.4,128,2000
Kerala Cafe,"Parvatibai Dhondiba Dhankude Complex,Baner, West Pune", West Pune,Pune,"Kerala,  South Indian,  Seafood",4.3,128,1400
Upsouth,"Wakad, West Pune", West Pune,Pune,"South Indian,  Fast Food",3.8,128,400
Oh! Calcutta,"JBS Haldane Avenue, South Kolkata", South Kolkata,Kolkata,"Bengali,  Seafood",4.6,128,1800
Hit Wicket,"Salt Lake, East Kolkata", East Kolkata,Kolkata,"North Indian,  Italian,  Chinese,  Continental,  Fast Food,  Shakes",3.8,128,1000
Essence,"Crowne Plaza,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  North Indian",4.4,128,2200
Standard Burfee,"Jail Road, West Delhi", West Delhi,Delhi,"Mithai,  North Indian,  South Indian,  Street Food",4.3,127,700
The Monarch - Bar Be Que Village,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese,  Fast Food",4,127,1600
Kargeens,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Italian,  Continental,  Coffee",4,127,900
Pavilion Multicuisine Restaurant - Comfort INN Insys,"Mathikere, North Bangalore", North Bangalore,Bangalore,"North Indian,  Italian,  Continental",4.3,127,1000
Aish,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Seafood,  Hyderabadi",4.4,127,2400
Autumn Leaf Cafe,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Continental,  Fast Food",4.4,127,1000
W Cafe By Wich Way,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"Continental,  American,  Fast Food",4.2,127,800
Shimla Biryani,"Kasba, South Kolkata", South Kolkata,Kolkata,"North Indian,  Biryani,  Chinese",4.2,127,800
Sazzy Sizzlers,"Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Chinese,  Sizzlers,  Continental,  Mexican",4.4,127,1100
United Coffee House Rewind,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  European,  Oriental ",4.3,127,1700
Moti Mahal Delux - Fine Dining & Bar,"Sector 63, Noida", Noida,Noida,"North Indian,  Chinese,  Mughlai",4.3,126,1800
Onesta,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Italian,  Pizza,  Desserts,  Fast Food",4.3,126,700
Ice n Spice,"Hotel Inner Circle,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Bakery and Confectionary",4.2,126,800
Encounters,"Taj Krishna Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Continental,  South Indian",4.3,126,3000
Broadway,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental",4.4,126,2600
Biryanis And More,"Fantasy Square Building,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Biryani",4.1,126,600
Riders Sports Bar,"My Place,L B Nagar, East Hyderabad", East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Oriental ",4.1,126,1300
The Orient,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"Oriental ,  Japanese,  Asian",4.3,126,2000
Aminia,"Srerampore, West Kolkata", West Kolkata,Kolkata,"North Indian,  Biryani",3.9,126,700
